station_name,line_name,transport_mode,operator_name,is_step_free_street_to_train,sequence_number,direction_name
Highbury & Islington Rail Station,Mildmay,overground,Transport for London,False,12,inbound
Canonbury Rail Station,Mildmay,overground,Transport for London,False,13,inbound
Dalston Kingsland Rail Station,Mildmay,overground,Transport for London,False,14,inbound
Hackney Central Rail Station,Mildmay,overground,Transport for London,False,15,inbound
Homerton Rail Station,Mildmay,overground,Transport for London,False,16,inbound
Hackney Wick Rail Station,Mildmay,overground,Transport for London,False,17,inbound
Stratford (London) Rail Station,Mildmay,overground,Transport for London,False,18,inbound
Clapham Junction Rail Station,Mildmay,overground,Transport for London,False,1,inbound
Imperial Wharf Rail Station,Mildmay,overground,Transport for London,False,2,inbound
West Brompton Rail Station,Mildmay,overground,Transport for London,False,3,inbound
Kensington (Olympia) Rail Station,Mildmay,overground,Transport for London,False,4,inbound
Shepherds Bush Rail Station,Mildmay,overground,Transport for London,False,5,inbound
Willesden Junction Rail Station,Mildmay,overground,Transport for London,False,6,inbound
Stratford (London) Rail Station,Mildmay,overground,Transport for London,False,1,outbound
Hackney Wick Rail Station,Mildmay,overground,Transport for London,False,2,outbound
Homerton Rail Station,Mildmay,overground,Transport for London,False,3,outbound
Hackney Central Rail Station,Mildmay,overground,Transport for London,False,4,outbound
Dalston Kingsland Rail Station,Mildmay,overground,Transport for London,False,5,outbound
Canonbury Rail Station,Mildmay,overground,Transport for London,False,6,outbound
Highbury & Islington Rail Station,Mildmay,overground,Transport for London,False,7,outbound
Caledonian Road & Barnsbury Rail Station,Mildmay,overground,Transport for London,False,8,outbound
Camden Road Rail Station,Mildmay,overground,Transport for London,False,9,outbound
Kentish Town West Rail Station,Mildmay,overground,Transport for London,False,10,outbound
Gospel Oak Rail Station,Mildmay,overground,Transport for London,False,11,outbound
Hampstead Heath Rail Station,Mildmay,overground,Transport for London,False,12,outbound
Finchley Road & Frognal Rail Station,Mildmay,overground,Transport for London,False,13,outbound
West Hampstead Rail Station,Mildmay,overground,Transport for London,False,14,outbound
Brondesbury Rail Station,Mildmay,overground,Transport for London,False,15,outbound
Brondesbury Park Rail Station,Mildmay,overground,Transport for London,False,16,outbound
Kensal Rise Rail Station,Mildmay,overground,Transport for London,False,17,outbound
Willesden Junction Rail Station,Mildmay,overground,Transport for London,False,18,outbound
Willesden Junction Rail Station,Mildmay,overground,Transport for London,False,1,outbound
Acton Central Rail Station,Mildmay,overground,Transport for London,False,2,outbound
South Acton Rail Station,Mildmay,overground,Transport for London,False,3,outbound
Gunnersbury Rail Station,Mildmay,overground,Transport for London,False,4,outbound
Kew Gardens Rail Station,Mildmay,overground,Transport for London,False,5,outbound
Richmond (London) Rail Station,Mildmay,overground,Transport for London,False,6,outbound
Willesden Junction Rail Station,Mildmay,overground,Transport for London,False,1,outbound
Shepherds Bush Rail Station,Mildmay,overground,Transport for London,False,2,outbound
Kensington (Olympia) Rail Station,Mildmay,overground,Transport for London,False,3,outbound
West Brompton Rail Station,Mildmay,overground,Transport for London,False,4,outbound
Imperial Wharf Rail Station,Mildmay,overground,Transport for London,False,5,outbound
Clapham Junction Rail Station,Mildmay,overground,Transport for London,False,6,outbound
Barking Riverside,Suffragette,overground,Transport for London,False,1,inbound
Barking Rail Station,Suffragette,overground,Transport for London,False,2,inbound
Woodgrange Park Rail Station,Suffragette,overground,Transport for London,False,3,inbound
Wanstead Park Rail Station,Suffragette,overground,Transport for London,False,4,inbound
Leytonstone High Road Rail Station,Suffragette,overground,Transport for London,False,5,inbound
Leyton Midland Road Rail Station,Suffragette,overground,Transport for London,False,6,inbound
Walthamstow Queens Road Rail Station,Suffragette,overground,Transport for London,False,7,inbound
Blackhorse Road Rail Station,Suffragette,overground,Transport for London,False,8,inbound
South Tottenham Rail Station,Suffragette,overground,Transport for London,False,9,inbound
Harringay Green Lanes Rail Station,Suffragette,overground,Transport for London,False,10,inbound
Crouch Hill Rail Station,Suffragette,overground,Transport for London,False,11,inbound
Upper Holloway Rail Station,Suffragette,overground,Transport for London,False,12,inbound
Gospel Oak Rail Station,Suffragette,overground,Transport for London,False,13,inbound
Gospel Oak Rail Station,Suffragette,overground,Transport for London,False,1,outbound
Upper Holloway Rail Station,Suffragette,overground,Transport for London,False,2,outbound
Crouch Hill Rail Station,Suffragette,overground,Transport for London,False,3,outbound
Harringay Green Lanes Rail Station,Suffragette,overground,Transport for London,False,4,outbound
South Tottenham Rail Station,Suffragette,overground,Transport for London,False,5,outbound
Blackhorse Road Rail Station,Suffragette,overground,Transport for London,False,6,outbound
Walthamstow Queens Road Rail Station,Suffragette,overground,Transport for London,False,7,outbound
Leyton Midland Road Rail Station,Suffragette,overground,Transport for London,False,8,outbound
Leytonstone High Road Rail Station,Suffragette,overground,Transport for London,False,9,outbound
Wanstead Park Rail Station,Suffragette,overground,Transport for London,False,10,outbound
Woodgrange Park Rail Station,Suffragette,overground,Transport for London,False,11,outbound
Barking Rail Station,Suffragette,overground,Transport for London,False,12,outbound
Barking Riverside,Suffragette,overground,Transport for London,False,13,outbound
Cheshunt Rail Station,Weaver,overground,Transport for London,False,1,inbound
Theobalds Grove Rail Station,Weaver,overground,Transport for London,False,2,inbound
Turkey Street Rail Station,Weaver,overground,Transport for London,False,3,inbound
Southbury Rail Station,Weaver,overground,Transport for London,False,4,inbound
Edmonton Green Rail Station,Weaver,overground,Transport for London,False,5,inbound
Edmonton Green Rail Station,Weaver,overground,Transport for London,False,1,inbound
Silver Street Rail Station,Weaver,overground,Transport for London,False,2,inbound
White Hart Lane Rail Station,Weaver,overground,Transport for London,False,3,inbound
Bruce Grove Rail Station,Weaver,overground,Transport for London,False,4,inbound
Seven Sisters Rail Station,Weaver,overground,Transport for London,False,5,inbound
Stamford Hill Rail Station,Weaver,overground,Transport for London,False,6,inbound
Stoke Newington Rail Station,Weaver,overground,Transport for London,False,7,inbound
Rectory Road Rail Station,Weaver,overground,Transport for London,False,8,inbound
Hackney Downs Rail Station,Weaver,overground,Transport for London,False,9,inbound
Hackney Downs Rail Station,Weaver,overground,Transport for London,False,1,inbound
London Fields Rail Station,Weaver,overground,Transport for London,False,2,inbound
Cambridge Heath (London) Rail Station,Weaver,overground,Transport for London,False,3,inbound
Bethnal Green Rail Station,Weaver,overground,Transport for London,False,4,inbound
London Liverpool Street Rail Station,Weaver,overground,Transport for London,False,5,inbound
London Liverpool Street Rail Station,Weaver,overground,Transport for London,False,1,outbound
Bethnal Green Rail Station,Weaver,overground,Transport for London,False,2,outbound
Cambridge Heath (London) Rail Station,Weaver,overground,Transport for London,False,3,outbound
London Fields Rail Station,Weaver,overground,Transport for London,False,4,outbound
Hackney Downs Rail Station,Weaver,overground,Transport for London,False,5,outbound
Hackney Downs Rail Station,Weaver,overground,Transport for London,False,1,outbound
Rectory Road Rail Station,Weaver,overground,Transport for London,False,2,outbound
Stoke Newington Rail Station,Weaver,overground,Transport for London,False,3,outbound
Stamford Hill Rail Station,Weaver,overground,Transport for London,False,4,outbound
Seven Sisters Rail Station,Weaver,overground,Transport for London,False,5,outbound
Bruce Grove Rail Station,Weaver,overground,Transport for London,False,6,outbound
White Hart Lane Rail Station,Weaver,overground,Transport for London,False,7,outbound
Silver Street Rail Station,Weaver,overground,Transport for London,False,8,outbound
Edmonton Green Rail Station,Weaver,overground,Transport for London,False,9,outbound
Edmonton Green Rail Station,Weaver,overground,Transport for London,False,1,outbound
Southbury Rail Station,Weaver,overground,Transport for London,False,2,outbound
Turkey Street Rail Station,Weaver,overground,Transport for London,False,3,outbound
Theobalds Grove Rail Station,Weaver,overground,Transport for London,False,4,outbound
Cheshunt Rail Station,Weaver,overground,Transport for London,False,5,outbound
Enfield Town Rail Station,Weaver,overground,Transport for London,False,1,inbound
Bush Hill Park Rail Station,Weaver,overground,Transport for London,False,2,inbound
Edmonton Green Rail Station,Weaver,overground,Transport for London,False,3,inbound
Edmonton Green Rail Station,Weaver,overground,Transport for London,False,1,outbound
Bush Hill Park Rail Station,Weaver,overground,Transport for London,False,2,outbound
Enfield Town Rail Station,Weaver,overground,Transport for London,False,3,outbound
Chingford Rail Station,Weaver,overground,Transport for London,False,1,inbound
Highams Park Rail Station,Weaver,overground,Transport for London,False,2,inbound
Wood Street Rail Station,Weaver,overground,Transport for London,False,3,inbound
Walthamstow Central Rail Station,Weaver,overground,Transport for London,False,4,inbound
St James Street (London) Rail Station,Weaver,overground,Transport for London,False,5,inbound
Clapton Rail Station,Weaver,overground,Transport for London,False,6,inbound
Hackney Downs Rail Station,Weaver,overground,Transport for London,False,7,inbound
Hackney Downs Rail Station,Weaver,overground,Transport for London,False,1,outbound
Clapton Rail Station,Weaver,overground,Transport for London,False,2,outbound
St James Street (London) Rail Station,Weaver,overground,Transport for London,False,3,outbound
Walthamstow Central Rail Station,Weaver,overground,Transport for London,False,4,outbound
Wood Street Rail Station,Weaver,overground,Transport for London,False,5,outbound
Highams Park Rail Station,Weaver,overground,Transport for London,False,6,outbound
Chingford Rail Station,Weaver,overground,Transport for London,False,7,outbound
West Croydon Rail Station,Windrush,overground,Transport for London,False,1,inbound
Norwood Junction Rail Station,Windrush,overground,Transport for London,False,2,inbound
Anerley Rail Station,Windrush,overground,Transport for London,False,3,inbound
Penge West Rail Station,Windrush,overground,Transport for London,False,4,inbound
Sydenham Rail Station,Windrush,overground,Transport for London,False,5,inbound
Sydenham Rail Station,Windrush,overground,Transport for London,False,1,inbound
Forest Hill Rail Station,Windrush,overground,Transport for London,False,2,inbound
Honor Oak Park Rail Station,Windrush,overground,Transport for London,False,3,inbound
Brockley Rail Station,Windrush,overground,Transport for London,False,4,inbound
New Cross Gate Rail Station,Windrush,overground,Transport for London,False,5,inbound
Surrey Quays Rail Station,Windrush,overground,Transport for London,False,6,inbound
Surrey Quays Rail Station,Windrush,overground,Transport for London,False,1,inbound
Canada Water Rail Station,Windrush,overground,Transport for London,False,2,inbound
Rotherhithe Rail Station,Windrush,overground,Transport for London,False,3,inbound
Wapping Rail Station,Windrush,overground,Transport for London,False,4,inbound
Shadwell Rail Station,Windrush,overground,Transport for London,False,5,inbound
Whitechapel Rail Station,Windrush,overground,Transport for London,False,6,inbound
Shoreditch High Street Rail Station,Windrush,overground,Transport for London,False,7,inbound
Hoxton Rail Station,Windrush,overground,Transport for London,False,8,inbound
Haggerston Rail Station,Windrush,overground,Transport for London,False,9,inbound
Dalston Junction Rail Station,Windrush,overground,Transport for London,False,10,inbound
Canonbury Rail Station,Windrush,overground,Transport for London,False,11,inbound
Highbury & Islington Rail Station,Windrush,overground,Transport for London,False,12,inbound
Highbury & Islington Rail Station,Windrush,overground,Transport for London,False,1,outbound
Canonbury Rail Station,Windrush,overground,Transport for London,False,2,outbound
Dalston Junction Rail Station,Windrush,overground,Transport for London,False,3,outbound
Haggerston Rail Station,Windrush,overground,Transport for London,False,4,outbound
Hoxton Rail Station,Windrush,overground,Transport for London,False,5,outbound
Shoreditch High Street Rail Station,Windrush,overground,Transport for London,False,6,outbound
Whitechapel Rail Station,Windrush,overground,Transport for London,False,7,outbound
Shadwell Rail Station,Windrush,overground,Transport for London,False,8,outbound
Wapping Rail Station,Windrush,overground,Transport for London,False,9,outbound
Rotherhithe Rail Station,Windrush,overground,Transport for London,False,10,outbound
Canada Water Rail Station,Windrush,overground,Transport for London,False,11,outbound
Surrey Quays Rail Station,Windrush,overground,Transport for London,False,12,outbound
Surrey Quays Rail Station,Windrush,overground,Transport for London,False,1,outbound
New Cross Gate Rail Station,Windrush,overground,Transport for London,False,2,outbound
Brockley Rail Station,Windrush,overground,Transport for London,False,3,outbound
Honor Oak Park Rail Station,Windrush,overground,Transport for London,False,4,outbound
Forest Hill Rail Station,Windrush,overground,Transport for London,False,5,outbound
Sydenham Rail Station,Windrush,overground,Transport for London,False,6,outbound
Sydenham Rail Station,Windrush,overground,Transport for London,False,1,outbound
Penge West Rail Station,Windrush,overground,Transport for London,False,2,outbound
Anerley Rail Station,Windrush,overground,Transport for London,False,3,outbound
Norwood Junction Rail Station,Windrush,overground,Transport for London,False,4,outbound
West Croydon Rail Station,Windrush,overground,Transport for London,False,5,outbound
Clapham Junction Rail Station,Windrush,overground,Transport for London,False,1,inbound
Wandsworth Road Rail Station,Windrush,overground,Transport for London,False,2,inbound
Clapham High Street Rail Station,Windrush,overground,Transport for London,False,3,inbound
Denmark Hill Rail Station,Windrush,overground,Transport for London,False,4,inbound
Peckham Rye Rail Station,Windrush,overground,Transport for London,False,5,inbound
Queens Road Peckham Rail Station,Windrush,overground,Transport for London,False,6,inbound
Surrey Quays Rail Station,Windrush,overground,Transport for London,False,7,inbound
Crystal Palace Rail Station,Windrush,overground,Transport for London,False,1,inbound
Sydenham Rail Station,Windrush,overground,Transport for London,False,2,inbound
Surrey Quays Rail Station,Windrush,overground,Transport for London,False,1,outbound
Queens Road Peckham Rail Station,Windrush,overground,Transport for London,False,2,outbound
Peckham Rye Rail Station,Windrush,overground,Transport for London,False,3,outbound
Denmark Hill Rail Station,Windrush,overground,Transport for London,False,4,outbound
Clapham High Street Rail Station,Windrush,overground,Transport for London,False,5,outbound
Wandsworth Road Rail Station,Windrush,overground,Transport for London,False,6,outbound
Clapham Junction Rail Station,Windrush,overground,Transport for London,False,7,outbound
Sydenham Rail Station,Windrush,overground,Transport for London,False,1,outbound
Crystal Palace Rail Station,Windrush,overground,Transport for London,False,2,outbound
New Cross ELL Rail Station,Windrush,overground,Transport for London,False,1,inbound
Surrey Quays Rail Station,Windrush,overground,Transport for London,False,2,inbound
Surrey Quays Rail Station,Windrush,overground,Transport for London,False,1,outbound
New Cross ELL Rail Station,Windrush,overground,Transport for London,False,2,outbound
Lewisham DLR Station,DLR,dlr,Transport for London,False,1,inbound
Elverson Road DLR Station,DLR,dlr,Transport for London,False,2,inbound
Deptford Bridge DLR Station,DLR,dlr,Transport for London,False,3,inbound
Greenwich DLR Station,DLR,dlr,Transport for London,False,4,inbound
Cutty Sark (for Maritime Greenwich) DLR Station,DLR,dlr,Transport for London,False,5,inbound
Island Gardens DLR Station,DLR,dlr,Transport for London,False,6,inbound
Mudchute DLR Station,DLR,dlr,Transport for London,False,7,inbound
Crossharbour DLR Station,DLR,dlr,Transport for London,False,8,inbound
South Quay DLR Station,DLR,dlr,Transport for London,False,9,inbound
Heron Quays DLR Station,DLR,dlr,Transport for London,False,10,inbound
Canary Wharf DLR Station,DLR,dlr,Transport for London,False,11,inbound
West India Quay DLR Station,DLR,dlr,Transport for London,False,12,inbound
West India Quay DLR Station,DLR,dlr,Transport for London,False,1,inbound
Poplar DLR Station,DLR,dlr,Transport for London,False,2,inbound
Poplar DLR Station,DLR,dlr,Transport for London,False,1,inbound
All Saints DLR Station,DLR,dlr,Transport for London,False,2,inbound
Langdon Park DLR Station,DLR,dlr,Transport for London,False,3,inbound
Devons Road DLR Station,DLR,dlr,Transport for London,False,4,inbound
Bow Church DLR Station,DLR,dlr,Transport for London,False,5,inbound
Pudding Mill Lane DLR Station,DLR,dlr,Transport for London,False,6,inbound
Stratford DLR Station,DLR,dlr,Transport for London,False,7,inbound
West India Quay DLR Station,DLR,dlr,Transport for London,False,1,inbound
Westferry DLR Station,DLR,dlr,Transport for London,False,2,inbound
Westferry DLR Station,DLR,dlr,Transport for London,False,1,inbound
Limehouse DLR Station,DLR,dlr,Transport for London,False,2,inbound
Shadwell DLR Station,DLR,dlr,Transport for London,False,3,inbound
Shadwell DLR Station,DLR,dlr,Transport for London,False,1,inbound
Bank DLR Station,DLR,dlr,Transport for London,False,2,inbound
Shadwell DLR Station,DLR,dlr,Transport for London,False,1,inbound
Tower Gateway DLR Station,DLR,dlr,Transport for London,False,2,inbound
Beckton DLR Station,DLR,dlr,Transport for London,False,1,inbound
Gallions Reach DLR Station,DLR,dlr,Transport for London,False,2,inbound
Cyprus DLR Station,DLR,dlr,Transport for London,False,3,inbound
Beckton Park DLR Station,DLR,dlr,Transport for London,False,4,inbound
Royal Albert DLR Station,DLR,dlr,Transport for London,False,5,inbound
Prince Regent DLR Station,DLR,dlr,Transport for London,False,6,inbound
Custom House (for ExCel) DLR Station,DLR,dlr,Transport for London,False,7,inbound
Royal Victoria DLR Station,DLR,dlr,Transport for London,False,8,inbound
Canning Town DLR Station,DLR,dlr,Transport for London,False,9,inbound
Canning Town DLR Station,DLR,dlr,Transport for London,False,1,inbound
East India DLR Station,DLR,dlr,Transport for London,False,2,inbound
Blackwall DLR Station,DLR,dlr,Transport for London,False,3,inbound
Poplar DLR Station,DLR,dlr,Transport for London,False,4,inbound
Poplar DLR Station,DLR,dlr,Transport for London,False,1,inbound
Westferry DLR Station,DLR,dlr,Transport for London,False,2,inbound
Tower Gateway DLR Station,DLR,dlr,Transport for London,False,1,outbound
Shadwell DLR Station,DLR,dlr,Transport for London,False,2,outbound
Shadwell DLR Station,DLR,dlr,Transport for London,False,1,outbound
Limehouse DLR Station,DLR,dlr,Transport for London,False,2,outbound
Westferry DLR Station,DLR,dlr,Transport for London,False,3,outbound
Westferry DLR Station,DLR,dlr,Transport for London,False,1,outbound
Poplar DLR Station,DLR,dlr,Transport for London,False,2,outbound
Poplar DLR Station,DLR,dlr,Transport for London,False,1,outbound
Blackwall DLR Station,DLR,dlr,Transport for London,False,2,outbound
East India DLR Station,DLR,dlr,Transport for London,False,3,outbound
Canning Town DLR Station,DLR,dlr,Transport for London,False,4,outbound
Canning Town DLR Station,DLR,dlr,Transport for London,False,1,outbound
Royal Victoria DLR Station,DLR,dlr,Transport for London,False,2,outbound
Custom House (for ExCel) DLR Station,DLR,dlr,Transport for London,False,3,outbound
Prince Regent DLR Station,DLR,dlr,Transport for London,False,4,outbound
Royal Albert DLR Station,DLR,dlr,Transport for London,False,5,outbound
Beckton Park DLR Station,DLR,dlr,Transport for London,False,6,outbound
Cyprus DLR Station,DLR,dlr,Transport for London,False,7,outbound
Gallions Reach DLR Station,DLR,dlr,Transport for London,False,8,outbound
Beckton DLR Station,DLR,dlr,Transport for London,False,9,outbound
Westferry DLR Station,DLR,dlr,Transport for London,False,1,outbound
Canary Wharf DLR Station,DLR,dlr,Transport for London,False,2,outbound
Canary Wharf DLR Station,DLR,dlr,Transport for London,False,1,outbound
Heron Quays DLR Station,DLR,dlr,Transport for London,False,2,outbound
South Quay DLR Station,DLR,dlr,Transport for London,False,3,outbound
Crossharbour DLR Station,DLR,dlr,Transport for London,False,4,outbound
Mudchute DLR Station,DLR,dlr,Transport for London,False,5,outbound
Island Gardens DLR Station,DLR,dlr,Transport for London,False,6,outbound
Cutty Sark (for Maritime Greenwich) DLR Station,DLR,dlr,Transport for London,False,7,outbound
Greenwich DLR Station,DLR,dlr,Transport for London,False,8,outbound
Deptford Bridge DLR Station,DLR,dlr,Transport for London,False,9,outbound
Elverson Road DLR Station,DLR,dlr,Transport for London,False,10,outbound
Lewisham DLR Station,DLR,dlr,Transport for London,False,11,outbound
Bank DLR Station,DLR,dlr,Transport for London,False,1,outbound
Shadwell DLR Station,DLR,dlr,Transport for London,False,2,outbound
Woolwich Arsenal DLR Station,DLR,dlr,Transport for London,False,1,inbound
King George V DLR Station,DLR,dlr,Transport for London,False,2,inbound
London City Airport DLR Station,DLR,dlr,Transport for London,False,3,inbound
Pontoon Dock DLR Station,DLR,dlr,Transport for London,False,4,inbound
West Silvertown DLR Station,DLR,dlr,Transport for London,False,5,inbound
Canning Town DLR Station,DLR,dlr,Transport for London,False,6,inbound
Canning Town DLR Station,DLR,dlr,Transport for London,False,1,outbound
West Silvertown DLR Station,DLR,dlr,Transport for London,False,2,outbound
Pontoon Dock DLR Station,DLR,dlr,Transport for London,False,3,outbound
London City Airport DLR Station,DLR,dlr,Transport for London,False,4,outbound
King George V DLR Station,DLR,dlr,Transport for London,False,5,outbound
Woolwich Arsenal DLR Station,DLR,dlr,Transport for London,False,6,outbound
Canning Town DLR Station,DLR,dlr,Transport for London,False,1,inbound
Star Lane DLR Station,DLR,dlr,Transport for London,False,2,inbound
West Ham DLR Station,DLR,dlr,Transport for London,False,3,inbound
Abbey Road DLR Station,DLR,dlr,Transport for London,False,4,inbound
Stratford High Street DLR Station,DLR,dlr,Transport for London,False,5,inbound
Stratford DLR Station,DLR,dlr,Transport for London,False,6,inbound
Stratford DLR Station,DLR,dlr,Transport for London,False,1,inbound
Stratford International DLR Station,DLR,dlr,Transport for London,False,2,inbound
Stratford International DLR Station,DLR,dlr,Transport for London,False,1,outbound
Stratford DLR Station,DLR,dlr,Transport for London,False,2,outbound
Stratford DLR Station,DLR,dlr,Transport for London,False,1,outbound
Stratford High Street DLR Station,DLR,dlr,Transport for London,False,2,outbound
Abbey Road DLR Station,DLR,dlr,Transport for London,False,3,outbound
West Ham DLR Station,DLR,dlr,Transport for London,False,4,outbound
Star Lane DLR Station,DLR,dlr,Transport for London,False,5,outbound
Canning Town DLR Station,DLR,dlr,Transport for London,False,6,outbound
Stratford DLR Station,DLR,dlr,Transport for London,False,1,outbound
Pudding Mill Lane DLR Station,DLR,dlr,Transport for London,False,2,outbound
Bow Church DLR Station,DLR,dlr,Transport for London,False,3,outbound
Devons Road DLR Station,DLR,dlr,Transport for London,False,4,outbound
Langdon Park DLR Station,DLR,dlr,Transport for London,False,5,outbound
All Saints DLR Station,DLR,dlr,Transport for London,False,6,outbound
Poplar DLR Station,DLR,dlr,Transport for London,False,7,outbound
Poplar DLR Station,DLR,dlr,Transport for London,False,1,outbound
West India Quay DLR Station,DLR,dlr,Transport for London,False,2,outbound
Canary Wharf DLR Station,DLR,dlr,Transport for London,False,3,outbound
Heathrow Terminal 4 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Heathrow Terminals 2 & 3 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Heathrow Terminals 2 & 3 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Hayes & Harlington Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Hayes & Harlington Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Southall Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Hanwell Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,3,inbound
West Ealing Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,4,inbound
Ealing Broadway Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,5,inbound
Acton Main Line Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,6,inbound
Acton Main Line Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Paddington,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Paddington,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Bond Street,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Tottenham Court Road,Elizabeth line,elizabeth-line,Transport for London,False,3,inbound
Farringdon,Elizabeth line,elizabeth-line,Transport for London,False,4,inbound
Liverpool Street,Elizabeth line,elizabeth-line,Transport for London,False,5,inbound
Whitechapel,Elizabeth line,elizabeth-line,Transport for London,False,6,inbound
Whitechapel,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Stratford (London) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Stratford (London) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Maryland Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Forest Gate Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,3,inbound
Manor Park Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,4,inbound
Ilford Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,5,inbound
Seven Kings Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,6,inbound
Goodmayes Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,7,inbound
Chadwell Heath Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,8,inbound
Romford Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,9,inbound
Gidea Park Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,10,inbound
Harold Wood Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,11,inbound
Brentwood Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,12,inbound
Shenfield Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,13,inbound
Heathrow Terminal 5 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Heathrow Terminals 2 & 3 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Shenfield Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Brentwood Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Harold Wood Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,3,outbound
Gidea Park Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,4,outbound
Romford Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,5,outbound
Chadwell Heath Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,6,outbound
Goodmayes Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,7,outbound
Seven Kings Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,8,outbound
Ilford Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,9,outbound
Manor Park Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,10,outbound
Forest Gate Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,11,outbound
Maryland Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,12,outbound
Stratford (London) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,13,outbound
Stratford (London) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Whitechapel,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Whitechapel,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Liverpool Street,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Farringdon,Elizabeth line,elizabeth-line,Transport for London,False,3,outbound
Tottenham Court Road,Elizabeth line,elizabeth-line,Transport for London,False,4,outbound
Bond Street,Elizabeth line,elizabeth-line,Transport for London,False,5,outbound
Paddington,Elizabeth line,elizabeth-line,Transport for London,False,6,outbound
Paddington,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Acton Main Line Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Acton Main Line Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Ealing Broadway Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
West Ealing Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,3,outbound
Hanwell Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,4,outbound
Southall Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,5,outbound
Hayes & Harlington Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,6,outbound
Hayes & Harlington Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Heathrow Terminals 2 & 3 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Heathrow Terminals 2 & 3 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Heathrow Terminal 4 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Heathrow Terminals 2 & 3 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Heathrow Terminal 5 Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Whitechapel,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Canary Wharf,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Custom House Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,3,inbound
Woolwich,Elizabeth line,elizabeth-line,Transport for London,False,4,inbound
Abbey Wood,Elizabeth line,elizabeth-line,Transport for London,False,5,inbound
