naptan_id,station_name,modes,zone,lat,lon
9400ZZDLELV,Elverson Road DLR Station,dlr,2,51.469074,-0.016728
9400ZZDLGAL,Gallions Reach DLR Station,dlr,3,51.508941,0.071555
9400ZZDLGRE,Greenwich DLR Station,dlr,2,51.478087,-0.013673
9400ZZDLHEQ,Heron Quays DLR Station,dlr,2,51.503379,-0.021421
9400ZZDLISL,Island Gardens DLR Station,dlr,2,51.487811,-0.010139
9400ZZDLISL2,Island Gardens,dlr,2,51.488048,-0.010359
9400ZZDLKGV,King George V DLR Station,dlr,3,51.502003,0.062624
9400ZZDLLCA,London City Airport DLR Station,dlr,3,51.503416,0.048739
9400ZZDLLDP,Langdon Park DLR Station,dlr,2,51.515172,-0.01415
9400ZZDLLEW,Lewisham DLR Station,dlr,2,51.464665,-0.012874
9400ZZDLLIM,Limehouse DLR Station,dlr,2,51.512393,-0.039809
9400ZZDLMUD,Mudchute DLR Station,dlr,2,51.490704,-0.014738
9400ZZDLPDK,Pontoon Dock DLR Station,"bus, dlr",3,51.502212,0.032115
9400ZZDLPOP,Poplar DLR Station,dlr,2,51.507744,-0.017384
9400ZZDLPRE,Prince Regent DLR Station,dlr,3,51.509263,0.034158
9400ZZDLPUD,Pudding Mill Lane DLR Station,dlr,2,51.534302,-0.012755
9400ZZDLRAL,Royal Albert DLR Station,dlr,3,51.508357,0.045935
9400ZZDLRVC,Royal Victoria DLR Station,dlr,3,51.509336,0.018497
9400ZZDLSHA,Shadwell DLR Station,dlr,2,51.511693,-0.056643
9400ZZDLSHA2,Shadwell DLR,dlr,2,51.511707,-0.055893
9400ZZDLSHS,Stratford High Street DLR Station,dlr,2,51.538196,-0.001078
9400ZZDLSIT,Stratford International DLR Station,dlr,2,51.545265,-0.009638
9400ZZDLSOQ,South Quay DLR Station,dlr,2,51.500053,-0.016133
9400ZZDLSTD,Stratford DLR Station,dlr,2,51.541758,-0.003287
9400ZZDLSTL,Star Lane DLR Station,"bus, dlr",2,51.520786,0.004156
9400ZZDLTWG,Tower Gateway DLR Station,dlr,1,51.510617,-0.074818
9400ZZDLTWG2,Tower Gateway Station DLR,dlr,1,51.510645,-0.07437
9400ZZDLWFE,Westferry DLR Station,dlr,2,51.509431,-0.02675
9400ZZDLWHM,West Ham DLR Station,dlr,2,51.527894,0.004482
9400ZZDLWIQ,West India Quay DLR Station,dlr,2,51.50703,-0.020311
9400ZZDLWLA,Woolwich Arsenal DLR Station,dlr,4,51.490009,0.069127
9400ZZDLWSV,West Silvertown DLR Station,dlr,3,51.502838,0.02246
9100ABWDXR0,Abbey Wood Station,elizabeth-line,4,51.491284,0.121087
9100ACTONML0,Acton Main Line Station,"elizabeth-line, national-rail",3,51.516747,-0.269684
9100BNHAM0,Burnham (Berks) Rail Station,"elizabeth-line, national-rail",0,51.523506,-0.646374
9100BRTWOOD1,Brentwood Rail Station,elizabeth-line,9,51.613567,0.300147
9100CANWHRF0,Canary Wharf Rail Station,elizabeth-line,2,51.506321,-0.018815
9100CHDWLHT1,Chadwell Heath Station,elizabeth-line,5,51.568094,0.129394
9100EALINGB0,Ealing Broadway Station,"elizabeth-line, national-rail",3,51.514643,-0.30173
9100FRSTGT0,Forest Gate Station,elizabeth-line,3,51.549297,0.023842
9100GIDEAPK1,Gidea Park Station,elizabeth-line,6,51.582217,0.206081
9100GODMAYS1,Goodmayes Station,elizabeth-line,4,51.565748,0.111392
9100HANWELL0,Hanwell Station,elizabeth-line,4,51.511888,-0.338524
9100HAYESAH0,Hayes & Harlington Station,"elizabeth-line, national-rail",5,51.502935,-0.420113
9100HRLDWOD2,Harold Wood Station,elizabeth-line,6,51.593319,0.233834
9100HTRWAPT0,Heathrow Terminals 2 & 3 Rail Station,"elizabeth-line, national-rail",6,51.471987,-0.454788
9100ILFORD2,Ilford Station,elizabeth-line,4,51.559063,0.068682
9100IVER1,Iver Rail Station,"elizabeth-line, national-rail",0,51.508503,-0.506726
9100LANGLEY0,Langley (Berks) Rail Station,"elizabeth-line, national-rail",0,51.507712,-0.541104
9100MANRPK0,Manor Park Station,elizabeth-line,3,51.552291,0.045107
9100MDNHEAD0,Maidenhead Rail Station,"elizabeth-line, national-rail",0,51.518305,-0.722253
9100MRYLAND0,Maryland Station,elizabeth-line,3,51.545937,0.005852
9100PADTLL0,Paddington Station,"elizabeth-line, national-rail",1,51.516995,-0.177388
9100RDNGSTN0,Reading Rail Station,"elizabeth-line, national-rail",0,51.458786,-0.971849
9100SHENFLD2,Shenfield Rail Station,"elizabeth-line, national-rail",0,51.630646,0.329724
9100SLOUGH0,Slough Rail Station,"elizabeth-line, national-rail",0,51.51202,-0.591924
9100STHALL0,Southall Station,"elizabeth-line, national-rail",4,51.505987,-0.377543
9100SVNKNGS0,Seven Kings Station,"elizabeth-line, national-rail",4,51.563916,0.096215
9100TAPLOW0,Taplow Rail Station,"elizabeth-line, national-rail",0,51.523402,-0.681505
9100TWYFORD0,Twyford Rail Station,"elizabeth-line, national-rail",0,51.475534,-0.863293
9100WDRYTON1,West Drayton Station,"elizabeth-line, national-rail",6,51.509829,-0.47217
9100WEALING0,West Ealing Station,"elizabeth-line, national-rail",3,51.513411,-0.322313
9100WOLWXR0,Woolwich Station,elizabeth-line,4,51.492168,0.070593
910GABWDXR,Abbey Wood,elizabeth-line,4,51.491241,0.121374
910GACTONML,Acton Main Line Rail Station,"elizabeth-line, national-rail",3,51.51718,-0.266756
910GCHDWLHT,Chadwell Heath Rail Station,elizabeth-line,5,51.568039,0.128958
910GCUSTMHS,Custom House Rail Station,elizabeth-line,3,51.509769,0.02673
910GEALINGB,Ealing Broadway Rail Station,"elizabeth-line, national-rail",3,51.514841,-0.301752
910GFRSTGT,Forest Gate Rail Station,elizabeth-line,3,51.549432,0.024353
910GGIDEAPK,Gidea Park Rail Station,"elizabeth-line, national-rail",6,51.581904,0.205964
910GGODMAYS,Goodmayes Rail Station,elizabeth-line,4,51.565579,0.110807
910GHANWELL,Hanwell Rail Station,elizabeth-line,4,51.511835,-0.338583
910GHAYESAH,Hayes & Harlington Rail Station,"elizabeth-line, national-rail",5,51.503096,-0.420683
910GHRLDWOD,Harold Wood Rail Station,elizabeth-line,6,51.592766,0.233129
910GHTRWTM4,Heathrow Terminal 4 Rail Station,elizabeth-line,6,51.458268,-0.445463
910GHTRWTM5,Heathrow Terminal 5 Rail Station,"elizabeth-line, national-rail",6,51.470053,-0.490589
910GILFORD,Ilford Rail Station,"elizabeth-line, national-rail",4,51.559118,0.06968
910GMANRPK,Manor Park Rail Station,elizabeth-line,3,51.552477,0.046342
910GMRYLAND,Maryland Rail Station,elizabeth-line,3,51.546081,0.005815
910GPADTON,London Paddington Rail Station,"elizabeth-line, national-rail",1,51.515996,-0.176174
910GSTHALL,Southall Rail Station,"elizabeth-line, national-rail",4,51.505957,-0.37861
910GSVNKNGS,Seven Kings Rail Station,"elizabeth-line, national-rail",4,51.564026,0.0971
910GWDRYTON,West Drayton Rail Station,"elizabeth-line, national-rail",6,51.510055,-0.472234
910GWEALING,West Ealing Rail Station,"elizabeth-line, national-rail",3,51.513506,-0.320133
910GWOLWXR,Woolwich,"bus, elizabeth-line",4,51.492168,0.070593
